,zipcode,median_household_income,majority_num_contams,mean_num_contams,median_num_contams,num_served,num_contams_exceeding_guidelines,util_name
163,21005,128393.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
164,21009,101058.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
165,21010,82813.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
166,21012,133481.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
167,21013,148224.0,12,6.222222222222222,7.0,175199,"[9, 6, 9, 4, 8, 11, 8, 3, 7, 4, 2, 4, 9, 12, 3, 6, 11, 8, 5, 2, 2, 6, 7, 7, 7, 1, 7]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'Chapel Hill Nursing Center', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Oldfields School', 'Phoenix', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Sunnybrook', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Villa Julie Residence', 'Williams Mobile Home Park', 'Woodstock Job Corps Center']"
168,21014,100556.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
169,21015,129913.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
170,21017,82794.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
171,21023,210417.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
172,21028,108821.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
173,21029,223448.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
174,21030,85831.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
175,21031,0.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
176,21032,132900.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
177,21034,79071.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
178,21035,163750.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
179,21036,173958.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
180,21037,124759.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
181,21040,72277.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
182,21042,159032.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
183,21043,138261.0,3,4.916666666666667,4.5,249577,"[4, 4, 2, 4, 3, 3, 8, 5, 6, 7, 6, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Villas At Cattail Creek', 'Woodstock Job Corps Center']"
184,21044,110785.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
185,21045,110111.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
186,21046,113346.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
187,21047,136613.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
188,21048,121275.0,12,6.041666666666667,6.0,95434,"[7, 6, 11, 12, 13, 5, 6, 2, 7, 3, 4, 2, 0, 5, 6, 6, 8, 9, 7, 8, 7, 5, 3, 3]","['Bark Hill', 'Brinton Woods Nursing and Rehab Center', 'City of Taneytown', 'City of Westminster', 'Freedom District', 'Gaither Manor Apartments', 'Lakeview Mobile Home Park Llc', 'Pheasant Ridge Estates', 'Pleasant Valley', 'Pleasant View Nursing Home', 'Reservoir Trailer Park', 'Rockbrook Village Mobile Home Park', 'Springfield Hospital Distribution', 'Sullivans Trailer Court Inc.', 'Taylorsville Mhc, Llc', 'Todd Village Mobile Home Park', 'Town of Hampstead', 'Town of Manchester', 'Town of Mount Airy', 'Town of New Windsor', 'Town of Union Bridge', 'Twin Arch Mobile Home Park', 'Wakefield Valley', 'Woodbine Village Mobile Home Park']"
189,21050,113794.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
190,21051,170972.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
191,21052,68542.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
192,21053,97865.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
193,21054,140305.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
194,21056,250000.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
195,21057,131184.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
196,21060,86669.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
197,21061,74876.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
198,21071,0.0,7,5.222222222222222,5.0,2092,"[4, 4, 2, 4, 8, 5, 6, 7, 7]","['Chapel Hill Nursing Center', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Oldfields School', 'Phoenix', 'Sunnybrook', 'Villa Julie Residence', 'Woodstock Job Corps Center']"
199,21074,87679.0,12,10.2,11.0,82104,"[12, 13, 7, 11, 8]","['City of Westminster', 'Freedom District', 'Town of Mount Airy', 'City of Taneytown', 'Town of Hampstead']"
200,21075,117565.0,3,4.0,3.0,247485,"[3, 3, 6]","['Howard County Department of Public Works', ""Lutheran Village At Miller's Grant"", 'Villas At Cattail Creek']"
201,21076,124664.0,5,3.966666666666667,4.0,753045,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 3, 7, 3, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Howard County Department of Public Works', 'Lake Village Townhomes', ""Lutheran Village At Miller's Grant"", 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Villas At Cattail Creek', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
202,21077,161382.0,5,3.962962962962963,4.0,505560,"[4, 4, 5, 3, 6, 6, 5, 5, 5, 3, 1, 7, 3, 2, 1, 5, 5, 7, 4, 7, 2, 0, 3, 6, 7, 1, 0]","['Boones Mobile Estates', 'Broad Creek', 'City of Annapolis', 'Crofton-Odenton', 'Crownsville Hospital Center', 'Epping Forest', 'Fort George G. Meade', 'Gibson Island', 'Glen Burnie-Broadneck', 'Herald Harbor', 'Holiday Mobile Estates Inc.', 'Lake Village Townhomes', 'Lyons Creek Estates', 'Maryland Manor Mobile Home Park', 'Mayo Center and Apartments', 'Patuxent Mobile Estates', 'Regency Park Assisted Living Residence', 'Rose Haven', 'Severn Water Company', 'Sherwood Forest Water Company', 'Summerhill Mobile Home Park', 'Tebbston On Magothy', 'The Provinces', 'U.s. Naval Academy', 'Waysons Mobile Court', 'Welshs Trailer Park', 'Woodland Beach Community Association']"
203,21078,94409.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
204,21082,130938.0,12,6.222222222222222,7.0,175199,"[9, 6, 9, 4, 8, 11, 8, 3, 7, 4, 2, 4, 9, 12, 3, 6, 11, 8, 5, 2, 2, 6, 7, 7, 7, 1, 7]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'Chapel Hill Nursing Center', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Oldfields School', 'Phoenix', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Sunnybrook', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Villa Julie Residence', 'Williams Mobile Home Park', 'Woodstock Job Corps Center']"
205,21084,101918.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
206,21085,97919.0,12,6.722222222222222,7.0,173107,"[9, 6, 9, 8, 11, 8, 3, 7, 9, 12, 3, 6, 11, 2, 2, 7, 7, 1]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Williams Mobile Home Park']"
207,21087,106992.0,12,6.222222222222222,7.0,175199,"[9, 6, 9, 4, 8, 11, 8, 3, 7, 4, 2, 4, 9, 12, 3, 6, 11, 8, 5, 2, 2, 6, 7, 7, 7, 1, 7]","['A.p.g. - Edgewood Area', 'Campus Hills Water Works', 'Chapel Hill - Aberdeen Proving Grounds', 'Chapel Hill Nursing Center', 'City of Aberdeen', 'City of Havre De Grace', 'Clear View Mobile Home Park Llc', 'Darlington Mobile Home Park', 'Fountain Green Mobile Home Park', 'Glen Meadows Retirement Community', 'Gramercy LLC (aka Koinonia Partnership )', 'Granite Mobile Home Park', 'Greenridge Subdivision', 'Harford County Department of Public Works', 'Hart Heritage', 'Lakeside Vista', 'Maryland American Water Company', 'Oldfields School', 'Phoenix', 'Queens Castle Mobile Home Park', 'R & R Estates', 'Sunnybrook', 'Swan Harbour Dell Mobile Home Park', 'Town of Darlington', 'Villa Julie Residence', 'Williams Mobile Home Park', 'Woodstock Job Corps Center']"
